address,city,state,zipCode,endecaId,isPaid,geoCode,isCurrentSpotlight,lastUpdate,listingId,listingType,listingPriceHigh,listingPriceLow,listingBedHigh,listingBedLow,listingBathHigh,listingBathLow,halfBaths,unitSqFt,listingSeoPath,desktopPhone,mPhone,nearbyListings,neighborhoods,noVacancy,photos,propertyName,propertyLabel,propertyType,recommendedListings,revenue,tplSource,mgtCoName,hasagHdTour,hasHdTour,hasHdVideo,hasUGVideos,aggregates.prices.low,aggregates.prices.high,aggregates.beds.low,aggregates.beds.high,aggregates.baths.low,aggregates.baths.high,aggregates.totalAvailable
1028 South Walter Reed Drive,Arlington,VA,22204,82381,True,"38.8622,-77.087",False,,82381,Apartments,99999,1815,2,0,2,1,0,[1470],Apartments/Virginia/Arlington/82381,7036641055,,"['163864', '100023179', '100033228', '100043572', '77769']","['Douglas Park', 'South Arlington']",,"[{'path': 'imgr/1c04b1966a1fd72515514ba1864ce945/', 'caption': 'Avalon Columbia Pike'}]",,Avalon Columbia Pike Apartments,,"['86030', '12365', '12397', '16598', '12364']",20,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1815,99999,0,2,1,2,
2425 Blueridge Ave,Silver Spring,MD,20902,100034103,True,"39.0431,-77.0518",False,,100034103,Apartments,99999,1580,3,0,3,1,0,[1443],Apartments/Maryland/Silver-Spring/100034103,3016587497,,"['100018984', '80855', '44257', '25430', '14814']",,,"[{'path': 'imgr/fecc67c6ff6db28fcb58b991db521b04/', 'caption': None}]",,AVA Wheaton Apartments,,"['3539', '29405', '5682', '10485', '190224']",13.16,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1580,99999,0,3,1,3,
4701 Kenmore Ave,Alexandria,VA,22304,3592,True,"38.8283,-77.1154",False,,3592,Apartments,99999,1340,3,0,2,1,0,[1295],Apartments/Virginia/Alexandria/3592,3016845822,,"['20258', '100021109', '148835', '11531', '10378']","['Alexandria West', 'Beauregard']",,"[{'path': 'imgr/ffad73f5402c464cfc9170f888afdda9/', 'caption': None}]",,Seminary Towers Apartments,,"['12785', '12197', '12144', '100017614', '3688']",18.08,APTGUIDE,Westminster Management,True,False,True,False,1340,99999,0,3,1,2,
180 High Park Ln,Silver Spring,MD,20910,100032990,True,"38.9912,-77.0337",False,,100032990,Apartments,99999,1760,3,0,2,1,0,[1386],Apartments/Maryland/Silver-Spring/100032990,3017559358,,"['12199', '12511', '190224', '89975', '175259']",['Downtown Silver Springs'],,"[{'path': 'imgr/6e7b2504acefb1a69e7453af8b1c2d23/', 'caption': None}]",,The Pearl Apartments,,"['191283', '100041337', '81370', '3631', '43654']",20,APTGUIDE,Tower Company,False,False,False,False,1760,99999,0,3,1,2,
1401 Blair Mill Road,Silver Spring,MD,20910,12199,True,"38.9904,-77.0314",False,,12199,Apartments,99999,1367,4,0,3,1,1,[1985],Apartments/Maryland/Silver-Spring/12199,2407057468,,"['81370', '175259', '43884', '100027489', '100041337']",['Downtown Silver Springs'],,"[{'path': 'imgr/4ab633598fa2887fe1434cce07793c51/', 'caption': 'Food Trucks at Fall Festival'}]",,The Blairs Apartments,,"['12283', '191283', '12511', '89975', '83175']",20,APTGUIDE,Tower Company,True,False,True,False,1367,99999,0,4,1,3,
1203 Fidler Lane,Silver Spring,MD,20910,89975,True,"38.9958,-77.0304",False,,89975,Apartments,99999,1515,2,0,2,1,0,[1172],Apartments/Maryland/Silver-Spring/89975,3017546406,,"['100027489', '12283', '12511', '190224', '100039444']",['Downtown Silver Springs'],,"[{'path': 'imgr/2d607258891124916cbde26bc7aa7fe7/', 'caption': None}]",,Portico At Silver Spring Metro Apartments,,"['12199', '191283', '100037174', '81370', '4281']",17.5,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1515,99999,0,2,1,2,
8750 Georgia Ave,Silver Spring,MD,20910,12283,True,"38.9975,-77.0298",False,,12283,Apartments,99999,1199,3,0,2,1,0,[1070],Apartments/Maryland/Silver-Spring/12283,2407057578,,"['191283', '100027489', '4281', '81370', '100027450']",['Downtown Silver Springs'],,"[{'path': 'imgr/a81bb7b78c43db44a8a05063f8be069d/', 'caption': None}]",,The Point At Silver Spring Apartments,,"['12199', '43884', '12357', '14921', '10485']",10.22,APTGUIDE,Panco Management of New Jersey LLC,True,False,True,False,1199,99999,0,3,1,2,
2420 14th Street NW,Washington,DC,20009,100017012,True,"38.921,-77.0323",False,,100017012,Apartments,99999,1852,2,0,2,1,0,[1600],Apartments/District-of-Columbia/Washington/100017012,2026645320,,"['86967', '100018033', '100010069', '43653', '100011893']","['Northwest Washington', 'Columbia Heights']",,"[{'path': 'imgr/2bd2a731afc76305ead6d79aa5ae35b1/', 'caption': None}]",,Capitol View On 14th Apartments,,"['45586', '28641', '100027455', '100036413', '100019688']",20,APTGUIDE,"UDR, Inc.",True,False,False,False,1852,99999,0,2,1,2,
2350 26th Court South,Arlington,VA,22206,88209,True,"38.8455,-77.0763",False,,88209,Apartments,99999,1750,3,0,2,1,1,[1926],Apartments/Virginia/Arlington/88209,7038900926,,"['44687', '13117', '12785', '55845', '6944']","['Long Branch Creek', 'South Arlington']",,"[{'path': 'imgr/631b32b302cc3f637c1cb545f8131b0b/', 'caption': 'Avalon at Arlington Square'}]",,Avalon At Arlington Square Apartments,,"['187810', '7131', '100043572', '77769', '100039429']",20,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1750,99999,0,3,1,2,
1200 14th Street NW,Washington,DC,20005,45586,True,"38.9071,-77.0321",False,,45586,Apartments,99999,1988,2,0,2,1,1,[1128],Apartments/District-of-Columbia/Washington/45586,2027509934,,"['192094', '53392', '100036413', '100011895', '100017880']","['Northwest Washington', 'Logan Circle - Shaw']",,"[{'path': 'imgr/dfd2a0e89767f4609947c0af70a616bd/', 'caption': None}]",,Andover House Apartments,,"['100017012', '86967', '28641', '100027455', '100025923']",20,APTGUIDE,"UDR, Inc.",True,False,False,False,1988,99999,0,2,1,2,
1301 M Street NW,Washington,DC,20005,53392,True,"38.9057,-77.0298",False,,53392,Apartments,99999,2054,3,1,2,1,0,[1380],Apartments/District-of-Columbia/Washington/53392,2027504474,,"['45586', '192094', '12598', '28641', '100036413']","['Northwest Washington', 'Logan Circle - Shaw']",,"[{'path': 'imgr/32582ecf576dd3f35ac472553cfbdf90/', 'caption': None}]",,1301 Thomas Circle Apartments,,"['100030164', '100021915', '100018890', '86967', '100023684']",20,APTGUIDE,"UDR, Inc.",True,False,False,False,2054,99999,1,3,1,2,
12835 Fairchild Dr,Germantown,MD,20874,100040982,True,"39.1932,-77.2644",False,,100040982,Apartments,2400,1615,3,1,2,1,0,[1310],Apartments/Maryland/Germantown/100040982,3013630054,,"['184293', '184156', '3671', '100021728', '3712']",,,"[{'path': 'imgr/ff58479190eb3dc3203a902dab8a7112/', 'caption': None}]",,The Elms At Century Apartments,,"['5895', '21845', '19037', '28457', '186440']",14.64,APTGUIDE,"Legend Management Group, LLC",False,False,False,False,1615,2400,1,3,1,2,
770 5th Street NW,Washington,DC,20001,88233,True,"38.8988,-77.0191",False,,88233,Apartments,99999,1975,3,0,2,1,0,[1972],Apartments/District-of-Columbia/Washington/88233,2027703382,,"['100023069', '81367', '79241', '23930', '178766']","['Downtown-Penn Quarter-Chinatown', 'Northwest Washington', 'Chinatown']",,"[{'path': 'imgr/aca70d5d669754119aa8344ea2e4c30b/', 'caption': 'Avalon at Gallery Place'}]",,Avalon At Gallery Place Apartments,,"['17633', '100038405', '100031962', '186989', '100033290']",20,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1975,99999,0,3,1,2,
3201 Landover Street,Alexandria,VA,22305,7131,True,"38.8342,-77.063",False,,7131,Apartments,5069,1311,2,0,2,1,0,[984],Apartments/Virginia/Alexandria/7131,7035844937,,"['12522', '12785', '100020493', '44687', '77964']","['Potomac West', 'Del Ray']",,"[{'path': 'imgr/279c1ca279ec77db971a2d29de9d284e/', 'caption': None}]",,The Aspen Apartments,,"['11531', '100024012', '100017614', '7091', '20540']",20,APTGUIDE,Van Metre Companies,True,False,True,False,1311,5069,0,2,1,2,
3400 Potomac Ave,Arlington,VA,22202,100042874,True,"38.8448,-77.0511",False,,100042874,Apartments,99999,2065,3,0,2,1,0,[876],Apartments/Virginia/Arlington/100042874,7036381823,,"['77964', '77332', '100040918', '12364', '6415']","['Crystal City Shops', 'South Arlington']",,"[{'path': 'imgr/5cb2594ba101dab1b85faa9abf8c7683/', 'caption': None}]",,The Sur Apartments,,,20,APTGUIDE,Van Metre Companies,False,False,False,False,2065,99999,0,3,1,2,
55 M ST NE,Washington,DC,20002,100031962,True,"38.9051,-77.0071",False,,100031962,Apartments,99999,1850,3,0,3,1,0,[1340],Apartments/District-of-Columbia/Washington/100031962,2026645407,,"['183148', '90773', '100016424', '100018890', '192077']","['H Street-NoMa', 'NoMa', 'Northeast Washington']",,"[{'path': 'imgr/f9a7afa191f6bf6bd7df06cb95c6b142/', 'caption': 'AVA NoMa'}]",,AVA No Ma Apartments,,"['100038405', '88233', '186989', '15698', '81367']",20,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1850,99999,0,3,1,3,
1160 First Street NE,Washington,DC,20002,183148,True,"38.9052,-77.0059",False,,183148,Apartments,99999,1890,3,0,3,1,0,[1524],Apartments/District-of-Columbia/Washington/183148,2024702183,,"['90773', '100031962', '100016424', '100018890', '192077']","['H Street-NoMa', 'NoMa', 'Northeast Washington']",,"[{'path': 'imgr/aa1c826d43cd4b98f96e549a091de6b3/', 'caption': 'Hero'}]",,Avalon First And M Apartments,,"['100036621', '186989', '100023518', '100039424', '33876']",no_value_available,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1890,99999,0,3,1,3,
9430 Russia Branch View Dr,Manassas,VA,20111,41880,True,"38.7661,-77.4376",False,,41880,Apartments,99999,1322,3,1,2,1,0,[692],Apartments/Virginia/Manassas/41880,7038900927,,"['82453', '3644', '83733', '79738', '185901']",['Bloom Crossing'],,"[{'path': 'imgr/80e9c2bf0a7c4b1982984772eeb0490f/', 'caption': 'Interior-Living Room'}]",,The Point At Park Station Apartments,,"['18712', '12205', '20531', '3579', '12258']",9.57,APTGUIDE,Panco Management of New Jersey LLC,True,False,True,False,1322,99999,1,3,1,2,
320 Florida Ave NE,Washington,DC,20002,100039424,True,"38.9079,-77.0015",False,,100039424,Apartments,99999,1797,2,0,2,1,0,[448],Apartments/District-of-Columbia/Washington/100039424,2028393870,,"['100018890', '90773', '183148', '100016424', '100030164']","['Ivy City', 'Northeast Washington']",,"[{'path': 'imgr/53a9cf8228724b7aa545169ba5533fa3/', 'caption': None}]",,Highline Union Market Apartments,,"['100038405', '100036621', '100031962', '15698', '186989']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1797,99999,0,2,1,2,
731 Seaton Ave,Alexandria,VA,22305,100020493,True,"38.8313,-77.0485",False,,100020493,Apartments,99999,1585,2,1,2,1,0,[1432],Apartments/Virginia/Alexandria/100020493,5718589599,,"['100028081', '100024012', '12522', '7131', '100035377']",['Potomac Yard'],,"[{'path': 'imgr/3a43b8c915969aed8889a1bb9c794e4d/', 'caption': 'Avalon Potomac Yard'}]",,Avalon Potomac Yard Apartments,,"['77332', '100041347', '12364', '192098', '82384']",17.97,APTGUIDE,"AvalonBay Communities, Inc.",True,False,False,False,1585,99999,1,2,1,2,
501 Holland Lane,Alexandria,VA,22314,65739,True,"38.802,-77.0597",False,,65739,Apartments,99999,1535,3,0,3,1,1,[491],Apartments/Virginia/Alexandria/65739,7034361259,,"['85513', '12268', '7091', '100019017', '100041375']",['Eisenhower East'],,"[{'path': 'imgr/3b3fa0eb50c6d644cbcfc3bfef756b00/', 'caption': None}]",,Post Carlyle Square Apartments,,"['148835', '184949', '7131', '100035377', '86986']",20,APTGUIDE,MAA,False,False,False,False,1535,99999,0,3,1,3,
11601 Hokie Stone Loop,Manassas,VA,20109,100035448,True,"38.7589,-77.5442",False,,100035448,Apartments,99999,1563,2,1,2,1,1,[768],Apartments/Virginia/Manassas/100035448,7036347049,,"['189586', '25123', '18712', '12258', '3579']",,,"[{'path': 'imgr/d4ff5205ab799ed74d6365ecd7301882/', 'caption': None}]",,Abberly Avera Apartments,,"['83733', '12336', '186076', '64532', '3608']",20,APTGUIDE,HH Hunt,False,False,False,False,1563,99999,1,2,1,2,
2264 York Drive,Woodbridge,VA,22191,100019083,True,"38.654,-77.278",False,,100019083,Apartments,99999,1401,2,0,2,1,0,[788],Apartments/Virginia/Woodbridge/100019083,7034964765,,"['7427', '18422', '47494', '26924', '188050']",['Marumsco'],,"[{'path': 'imgr/7297e56ba8bd467a6d01c983870bf142/', 'caption': 'Make Kensington Place your home today!'}]",,Kensington Place Apartments,,"['189437', '100025023', '100035132', '191811', '88883']",20,APTGUIDE,Van Metre Companies,True,False,True,False,1401,99999,0,2,1,2,
14300 Jeffries Road,Woodbridge,VA,22191,18422,True,"38.6425,-77.2711",False,,18422,Apartments,99999,1129,4,1,1,1,1,[1200],Apartments/Virginia/Woodbridge/18422,7034366395,,"['26924', '7427', '100019083', '189437', '12329']",['Marumsco'],,"[{'path': 'imgr/9ef6a368edf2ba7eb5a6f9a66a10acb9/', 'caption': None}]",,Elevations One Apartments,,"['40514', '12384', '189922', '6500', '3593']",1.2,APTGUIDE,"BONAVENTURE REALTY GROUP, INC",True,False,True,False,1129,99999,1,4,1,1,
14701 River Walk Way,Woodbridge,VA,22191,191845,True,"38.631,-77.2868",False,,191845,Apartments,99999,1425,3,0,2,1,1,[721],Apartments/Virginia/Woodbridge/191845,7034366382,,"['183459', '189437', '26924', '18422', '47494']",['Neabsco'],,"[{'path': 'imgr/17d63fbd82817f89cb2c66b8db7e4c18/', 'caption': None}]",,Bell Stonebridge Apartments,,"['100025899', '88883', '100025023', '77763', '191811']",20,APTGUIDE,Bell Partners Inc.,True,False,True,False,1425,99999,0,3,1,2,
8251 Ridgefield Blvd,Landover,MD,20785,173360,True,"38.8983,-76.8638",False,,173360,Apartments,99999,1730,4,2,2,1,1,[1253],Apartments/Maryland/Landover/173360,5718589639,,"['21425', '100017860', '184157', '100010320', '10467']",,,"[{'path': 'imgr/ebd7363e2f61372fdf64954c8b88ee4f/', 'caption': None}]",,Villages At Morgan Metro Apartments,,"['182384', '188872', '3617', '34774', '100032202']",2.81,APTGUIDE,"Pinnacle Property Management Services, LLC",True,False,True,True,1730,99999,2,4,1,2,
2701 Neabsco Common Place,Woodbridge,VA,22191,100025899,True,"38.6245,-77.2918",False,,100025899,Apartments,99999,1437,3,0,2,0,0,[1533],Apartments/Virginia/Woodbridge/100025899,7034369370,,"['191845', '183459', '12384', '40514', '26924']",['Neabsco'],,"[{'path': 'imgr/9c69d8294cc6194b3843513c325447c4/', 'caption': None}]",,The Flats At Neabsco Apartments,,"['100025023', '191811', '88883', '189437', '77763']",3.61,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1437,99999,0,3,0,2,
6900 Andersons Way,Laurel,MD,20707,100028735,True,"39.0993,-76.8483",False,,100028735,Apartments,99999,1760,3,1,2,1,1,[1420],Apartments/Maryland/Laurel/100028735,3016587419,,"['100041127', '47311', '100015826', '29393', '3694']",,,"[{'path': 'imgr/1de6230009c8479b166f7bae827cce26/', 'caption': 'Avalon Laurel'}]",,Avalon Laurel Apartments,,"['3731', '80512', '100028402', '3635', '12495']",13.62,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1760,99999,1,3,1,2,
106 Morris Dr,Laurel,MD,20707,3708,True,"39.0945,-76.8452",False,,3708,Apartments,1610,1040,3,0,1,1,0,[1130],Apartments/Maryland/Laurel/3708,2407057580,,"['47311', '29393', '18837', '89045', '5726']",,,"[{'path': 'imgr/f84faf4145b0afd3f92c99bd69522526/', 'caption': None}]",,Steward Manor Apartments,,"['84701', '45457', '100041127', '13057', '48001']",2.06,APTGUIDE,Southern Management Corporation,True,False,True,False,1040,1610,0,3,1,1,
9220 Old Lantern Way,Laurel,MD,20723,13057,True,"39.1202,-76.842",False,,13057,Apartments,2354,1333,3,1,2,1,1,[921],Apartments/Maryland/Laurel/13057,2404596113,,"['3635', '79239', '89045', '100041127', '100015826']",,,"[{'path': 'imgr/b17502219d9baae80d77a980274622a9/', 'caption': None}]",,The Seasons Apartments,,"['11835', '12158', '84701', '3656', '18837']",7.48,APTGUIDE,GoldOller Real Estate Investments,True,False,False,False,1333,2354,1,3,1,2,
10300 Hickory Ridge Road,Columbia,MD,21044,88280,True,"39.2065,-76.8717",False,,88280,Apartments,99999,1370,3,1,2,1,1,[1582],Apartments/Maryland/Columbia/88280,4107091964,,"['100041796', '100033493', '100029473', '155795', '12210']",['Hickory Ridge'],,"[{'path': 'imgr/5bee4b27946c087a08a7d58e5d6d6b55/', 'caption': 'eaves Columbia Town Center'}]",,Eaves Columbia Town Center Apartments,,"['100011779', '4409', '155785', '4414', '12035']",2.83,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1370,99999,1,3,1,2,
6000 Merriweather Drive,Columbia,MD,21044,100041796,True,"39.2065,-76.8626",False,,100041796,Apartments,99999,1447,3,0,2,1,0,[1492],Apartments/Maryland/Columbia/100041796,4438937482,,"['155795', '12210', '6360', '6603', '6560']",['Downtown Columbia'],,"[{'path': 'imgr/63dcd82d83dde7867d4f5c0d1f7c596f/', 'caption': None}]",,Juniper Apartments,,"['88280', '100033493', '12035', '155785', '100029473']",20,APTGUIDE,Greystar,False,False,False,False,1447,99999,0,3,1,2,
8185 Scenic Meadow Drive,Laurel,MD,20724,20717,True,"39.1056,-76.7944",False,,20717,Apartments,99999,1723,3,1,2,1,0,[1467],Apartments/Maryland/Laurel/20717,3016372276,,"['46527', '100033157', '10453', '3635', '46163']",,,"[{'path': 'imgr/915a68e296ed2176b295a91b81c24a07/', 'caption': 'Avalon Russett'}]",,Avalon Russett Apartments,,"['187917', '80512', '100028402', '12495', '48001']",7.19,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1723,99999,1,3,1,2,
1623 Parkridge Circle,Crofton,MD,21114,12625,True,"39.0164,-76.6926",False,,12625,Apartments,2226,1498,2,1,2,1,1,[990],Apartments/Maryland/Crofton/12625,4107740911,,"['100029930', '100040567', '100029931', '187786', '7796']",,,"[{'path': 'imgr/a7eae229e1f5c139c855f641e79dd903/', 'caption': 'Exterior-Leasing Office'}]",,The Point At Crofton Apartments,,"['167916', '100022535', '77655', '189203', '191868']",13.04,APTGUIDE,Panco Management of New Jersey LLC,True,False,True,False,1498,2226,1,2,1,2,
7507 Fairbrook Rd,Windsor Mill,MD,21244,6591,True,"39.3152,-76.7688",False,,6591,Apartments,1550,933,2,1,1,1,0,[894],Apartments/Maryland/Windsor-Mill/6591,4438937192,,"['41833', '100033776', '11818', '4288', '4343']",,,"[{'path': 'imgr/f4ce4cd7d02def322493e4cef0156ea0/', 'caption': None}]",,Security Park Apartments,,"['192337', '41850', '4403', '43812', '18098']",6.26,APTGUIDE,"Apartment Services, Inc.",True,False,True,False,933,1550,1,2,1,1,
2420 Bibury Lane,Windsor Mill,MD,21244,11727,True,"39.3245,-76.7598",False,,11727,Apartments,2704,1220,3,1,2,1,0,[978],Apartments/Maryland/Windsor-Mill/11727,4432285924,,"['10871', '23828', '6591', '41850', '4288']",,,"[{'path': 'imgr/e2421ecb544c273780a48d8794ce12d1/', 'caption': None}]",,The Apartments At Diamond Ridge,,"['16308', '41833', '7041', '10595', '46704']",3.87,APTGUIDE,Morgan Properties,True,False,True,False,1220,2704,1,3,1,2,
3456 Carriage Hill Cir,Randallstown,MD,21133,6654,True,"39.3735,-76.8119",False,,6654,Apartments,3268,1110,3,1,2,1,0,[893],Apartments/Maryland/Randallstown/6654,4432797330,,"['6556', '6660', '4380', '100010183', '4326']",,,"[{'path': 'imgr/137a84fec1d169228a03cad40c746afd/', 'caption': None}]",,Carriage Hill Apartments,,"['11818', '6663', '11804', '44574', '192934']",9.41,APTGUIDE,Morgan Properties,True,False,True,False,1110,3268,1,3,1,2,
116 B Warwickshire Lane,Glen Burnie,MD,21061,14196,True,"39.2007,-76.6186",False,,14196,Apartments,2295,1010,3,1,1,1,1,[791],Apartments/Maryland/Glen-Burnie/14196,4107931175,,"['100015889', '7822', '100012870', '21685', '10751']",,,"[{'path': 'imgr/1acff398570ddb6bfad5ce3ffcaf44b5/', 'caption': None}]",,The Willows Apartment Homes,,"['7808', '185455', '7799', '11710', '7828']",7.55,APTGUIDE,Morgan Properties,False,False,False,False,1010,2295,1,3,1,1,
10500 Grand Central Ave,Owings Mills,MD,21117,100042152,True,"39.407,-76.782",False,,100042152,Apartments,2436,1765,2,1,2,1,0,[946],Apartments/Maryland/Owings-Mills/100042152,4109957368,,"['64315', '4371', '188691', '14843', '24748']",,,"[{'path': 'imgr/81958dea2b07b0a993e10ea335c5336d/', 'caption': None}]",,The Met At Metro Centre Apartments,,"['27189', '10587', '6546', '4326', '47732']",20,APTGUIDE,"David S. Brown Enterprises, LTD",True,False,True,False,1765,2436,1,2,1,2,
2 Hopkins Pl,Baltimore,MD,21201,100031792,True,"39.2894,-76.6178",False,,100031792,Apartments,2714,1328,2,0,2,1,0,[1372],Apartments/Maryland/Baltimore/100031792,4433173581,,"['43163', '46194', '10835', '15640', '100025887']",['Downtown'],,"[{'path': 'imgr/151530d25a3892bdafee7219f9e4dcfa/', 'caption': None}]",,2 Hopkins Apartments,,"['41447', '21483', '100029530', '36527', '7770']",20,APTGUIDE,Berman Enterprises,True,False,True,False,1328,2714,0,2,1,2,
222 N Charles St,Baltimore,MD,21201,10835,True,"39.2913,-76.6153",False,,10835,Apartments,3219,1036,2,0,2,1,0,[859],Apartments/Maryland/Baltimore/10835,4107091135,,"['100025887', '21483', '26448', '100042856', '46194']",['Downtown'],,"[{'path': 'imgr/ea5bacae9e537762b2b2f32f3fcf499b/', 'caption': None}]",,The Apartments At Charles Plaza,,"['100043181', '43163', '100036388', '80616', '7419']",13.97,APTGUIDE,Southern Management Corporation,True,False,True,False,1036,3219,0,2,1,2,
6617 Bonnie Ridge Drive,Baltimore,MD,21209,10578,True,"39.3764,-76.6627",False,,10578,Apartments,99999,1062,3,1,2,1,0,[1433],Apartments/Maryland/Baltimore/10578,4438937456,,"['10867', '7912', '7900', '86658', '47536']",,,"[{'path': 'imgr/41c35d9ab5974b1d12d1f663a8e19991/', 'caption': None}]",,The Apartments At Bonnie Ridge,,"['52084', '7804', '7818', '100024469', '10835']",20,APTGUIDE,Westminster Management,False,False,False,False,1062,99999,1,3,1,2,
